flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
2,88505820849142,Fernanda,Almeida,2024-08-29
2,18071166061752,Fernanda,Gomes,2010-04-29
2,16509847829416,Eduardo,Moraes,2012-03-23
2,37954959543645,Luiz,Ribeiro,2022-03-31
2,86251914591636,Bruno,Almeida,2024-11-13
1,32349496562,Tiago,Cardoso,2012-07-28
1,52466264387,Marcos,Cardoso,2020-03-22
2,33662814018958,João,Pereira,2012-05-29
2,86829959659204,Patrícia,Pereira,2020-02-16
2,70021403805229,Fernanda,Costa,2024-02-27
2,53860434810607,Otávio,Ribeiro,2024-08-09
1,74899784474,Eduardo,Silva,2020-01-13
2,67110639640756,Carlos,Ribeiro,2013-12-27
1,26506217351,Tiago,Moreira,2015-01-12
2,41208938486936,Gabriel,Pereira,2022-08-10
2,38311553273968,Luiz,Dias,2011-10-16
1,98089639094,Eduardo,Moreira,2023-12-05
1,94967687098,Tiago,Rocha,2016-03-26
2,23866434770483,Patrícia,Martins,2017-09-29
1,97963832502,Carlos,Ribeiro,2021-02-12
2,12696995125704,Patrícia,Martins,2010-10-21
2,66000886596258,Rafael,Moreira,2025-05-11
1,12043263277,Isabela,Pereira,2009-05-17
2,72979421807105,Fernanda,Ferreira,2011-09-16
2,79794109094692,Gabriel,Pereira,2017-12-05
1,17415128559,Eduardo,Azevedo,2016-08-23
1,94915572309,Rafael,Pereira,2021-09-07
1,64600429348,Helena,Ferreira,2007-04-03
2,64647713483493,Isabela,Azevedo,2018-06-15
1,06332509441,Tiago,Medeiros,2007-03-07
1,46417762335,Eduardo,Dias,2011-10-31
1,52127979355,Isabela,Barbosa,2024-02-27
2,66323281858374,Gabriel,Ribeiro,2007-09-25
1,05174192904,Karen,Silva,2011-07-28
1,75571004789,Rafael,Dias,2006-01-24
1,09215962956,João,Moraes,2016-09-02
2,64495067679212,Patrícia,Moreira,2016-06-25
1,33642807781,Rafael,Teixeira,2024-01-03
2,21366218388916,Gabriel,Medeiros,2019-11-26
2,12109638884879,Gabriel,Gomes,2009-02-24
2,97860127343576,Natália,Silva,2017-03-14
2,34062153849584,Sandra,Ribeiro,2023-05-28
1,95821471707,Vanessa,Moreira,2022-06-16
1,38056000989,Vanessa,Moraes,2010-02-12
2,83621237704509,Isabela,Teixeira,2025-04-09
1,15607607063,Karen,Lopes,2023-05-30
2,97347847693417,Carlos,Rocha,2011-07-27
1,89829133370,Daniel,Ribeiro,2012-11-06
1,87690359301,Marcos,Moreira,2018-05-12
1,34358762328,Sandra,Ribeiro,2005-01-24
2,06781028512761,Luiz,Lopes,2008-09-19
2,19051878562056,João,Moreira,2019-12-28
1,26965680080,João,Pereira,2021-09-16
1,14178483584,Sandra,Teixeira,2011-08-13
1,90425964720,Luiz,Almeida,2005-10-07
1,28425581180,Natália,Azevedo,2009-09-01
1,92370629238,Carlos,Barbosa,2012-07-18
1,96427087171,Sandra,Silva,2011-06-07
2,81505078302024,Gabriel,Costa,2011-03-22
1,18987260976,Isabela,Oliveira,2015-01-06
2,20320352605025,Luiz,Azevedo,2010-09-06
2,34808969714119,Rafael,Pereira,2005-07-24
1,73896316104,Vanessa,Rocha,2008-08-09
2,02009493464670,Patrícia,Lopes,2016-04-24
2,32713012759488,Sandra,Moraes,2009-04-10
1,25128757031,Bruno,Azevedo,2015-12-23
1,43369040974,Marcos,Gomes,2008-12-08
1,71314158488,Helena,Dias,2021-04-07
1,66649061047,Marcos,Almeida,2005-09-29
2,12250866105965,Rafael,Souza,2009-09-19
1,19926074768,Daniel,Barbosa,2009-09-09
2,34643905021772,Carlos,Almeida,2015-08-15
2,22038290943752,Bruno,Silva,2007-06-08
2,72132321609516,Otávio,Rocha,2016-08-13
2,74585638074871,Bruno,Moraes,2017-04-12
1,84635241922,Ana,Costa,2017-05-07
2,86283226233526,Ana,Cardoso,2025-02-14
1,40008881306,Fernanda,Teixeira,2017-02-26
2,47193651080410,Rafael,Teixeira,2007-06-15
1,62036963049,Luiz,Silva,2022-09-07
2,89153580419196,Luiz,Cardoso,2023-05-31
2,43342794559842,Patrícia,Azevedo,2011-03-17
1,96451759368,Otávio,Dias,2007-01-27
2,49566028237130,Fernanda,Pereira,2011-05-06
2,27626544749719,Karen,Azevedo,2025-03-24
2,31726191244492,Rafael,Gomes,2006-07-23
1,49705002199,Luiz,Cardoso,2009-04-16
1,31017273164,Gabriel,Cardoso,2017-10-09
2,56838766668721,Otávio,Martins,2021-07-08
2,82673495904871,Natália,Moraes,2008-04-17
2,22385355629912,Marcos,Barbosa,2014-05-16
2,81341003758241,Helena,Martins,2018-08-26
1,10521890405,Luiz,Souza,2015-07-12
1,31793820994,Fernanda,Martins,2018-01-15
2,86584748753574,João,Ferreira,2017-08-07
2,56118989298662,João,Medeiros,2014-08-24
2,29285285205485,Patrícia,Azevedo,2017-07-09
1,98667799147,Otávio,Moraes,2019-07-05
1,37385074176,Ana,Ribeiro,2022-06-20
1,11591555237,Bruno,Teixeira,2010-10-23
1,61980611336,Karen,Moraes,2025-08-13
1,79124826705,Sandra,Gomes,2025-10-30
1,24983440829,Karen,Souza,2023-09-26
2,56366064240623,Otávio,Ferreira,2018-05-02
1,47926641231,Eduardo,Moraes,2022-08-18
1,86641975245,Carlos,Almeida,2011-05-04
1,06388624082,Fernanda,Almeida,2017-07-10
2,27738445333895,Ana,Pereira,2008-07-30
2,09007702912333,Otávio,Pereira,2017-04-16
2,87370764392213,Luiz,Moreira,2016-09-15
1,57466680642,Helena,Souza,2012-12-04
1,80719699846,Isabela,Ferreira,2009-08-31
2,23391104714014,Sandra,Cardoso,2015-08-03
1,92333154219,Tiago,Teixeira,2009-03-13
1,90774596286,Isabela,Gomes,2013-09-19
1,96370302953,Daniel,Ferreira,2016-11-10
1,10022590035,Gabriel,Moraes,2015-07-25
1,04262409253,Marcos,Cardoso,2016-11-17
2,20468997035462,Tiago,Medeiros,2015-01-08
2,47089775442946,Fernanda,Barbosa,2016-05-23
1,95244775671,Eduardo,Rocha,2007-08-23
1,14618155028,Helena,Lopes,2017-02-11
2,50166445579123,Bruno,Martins,2007-08-22
2,42788077698840,Bruno,Ferreira,2022-05-22
2,66663255575967,Isabela,Almeida,2015-05-26
1,77789332726,Fernanda,Azevedo,2024-10-29
2,51559748547562,Daniel,Souza,2010-04-04
1,64714674809,Rafael,Moraes,2020-08-10
1,29761812627,Gabriel,Dias,2021-01-12
1,95201823266,Bruno,Almeida,2023-03-01
2,59408959626439,Rafael,Martins,2008-01-04
2,49018655309857,Luiz,Moraes,2023-05-27
1,23382964731,Patrícia,Moraes,2006-03-22
2,92170789603048,Otávio,Souza,2021-06-23
2,12068490827360,Luiz,Moraes,2022-11-26
2,24997043885985,Fernanda,Medeiros,2008-10-16
2,36584517153487,Bruno,Costa,2005-01-10
1,67227016637,Natália,Pereira,2023-01-15
2,25208931595600,Gabriel,Silva,2012-08-06
1,72638708824,Tiago,Martins,2020-02-04
1,85358619916,Luiz,Medeiros,2012-06-04
1,46024732593,Marcos,Souza,2017-03-13
1,01790330855,Isabela,Dias,2009-02-21
2,50836985936344,Rafael,Costa,2007-07-15
1,38446892912,Vanessa,Cardoso,2016-05-24
1,26073748833,Isabela,Barbosa,2011-06-03
2,89250385117213,Bruno,Cardoso,2023-02-28
1,17603955748,Eduardo,Rocha,2006-09-15
2,77101292023534,Natália,Almeida,2020-08-29
2,94693632078652,Ana,Medeiros,2012-11-07
2,55996749148791,Marcos,Lopes,2019-04-04
2,83301919039591,Vanessa,Oliveira,2009-09-06
2,24843906790870,Daniel,Pereira,2021-10-17
1,64811722197,Rafael,Oliveira,2019-03-26
2,72390440130825,Gabriel,Silva,2025-09-02
2,35614305856512,Patrícia,Ferreira,2006-02-27
1,23546548791,Eduardo,Ribeiro,2008-08-10
2,67431441324201,Isabela,Souza,2018-07-27
2,06124717643224,Isabela,Rocha,2025-04-23
2,95185495540572,Eduardo,Barbosa,2013-08-23
1,41841115776,Karen,Medeiros,2023-01-27
2,12612258103314,João,Teixeira,2021-09-15
2,07521895211577,Rafael,Cardoso,2006-04-20
1,59542686398,Marcos,Souza,2025-04-08
2,67249157183017,Gabriel,Silva,2009-11-03
1,00003420028,Bruno,Pereira,2006-10-14
2,83281394457801,Vanessa,Oliveira,2008-04-05
1,35141366384,Fernanda,Teixeira,2017-09-22
2,47014569077013,Sandra,Cardoso,2021-09-11
1,67646357519,Luiz,Gomes,2009-06-25
2,05117579035774,Isabela,Teixeira,2011-11-11
2,44680109321065,Vanessa,Lopes,2022-08-19
1,74928761233,Fernanda,Ferreira,2025-05-14
2,79166988629114,Sandra,Oliveira,2022-01-16
1,56863817982,Carlos,Ribeiro,2018-11-14
1,22488755867,Eduardo,Costa,2015-09-15
2,70004077111010,João,Gomes,2024-06-22
2,60345517465811,Helena,Almeida,2008-06-11
1,62825331793,Sandra,Almeida,2025-12-05
1,16242862743,Helena,Ferreira,2010-01-24
2,93668351354188,Eduardo,Rocha,2025-04-21
2,38987647419208,Sandra,Cardoso,2021-10-02
1,54044398139,Karen,Rocha,2017-04-22
1,58397270132,Otávio,Almeida,2005-12-01
1,61728533983,Eduardo,Teixeira,2012-01-14
2,65339120693814,Bruno,Medeiros,2025-04-13
1,59516413144,Otávio,Ribeiro,2020-11-06
1,63959112001,Patrícia,Cardoso,2020-10-06
1,03560875278,Daniel,Moreira,2019-07-12
1,48341012737,Gabriel,Pereira,2011-08-04
2,96989142881290,Ana,Moraes,2011-12-22
2,89767679443661,João,Oliveira,2007-03-12
2,56335535305588,Sandra,Barbosa,2012-06-07
2,61395452938482,Fernanda,Moreira,2021-01-08
1,88245717743,Tiago,Pereira,2019-12-28
1,63322393500,Natália,Lopes,2012-03-15
1,18379672087,Daniel,Moraes,2014-06-01
2,85874379447282,Vanessa,Souza,2009-12-04
2,54069295213241,Bruno,Martins,2017-09-24
2,59853532438880,João,Teixeira,2017-11-14
2,17973469122429,Gabriel,Medeiros,2024-04-22
1,98097636375,Patrícia,Moreira,2020-12-08
1,86166791674,Daniel,Cardoso,2015-11-21
2,62909940176594,Karen,Moreira,2021-03-19
2,88547921794316,Marcos,Souza,2010-05-10
1,09904391419,Fernanda,Ferreira,2017-06-28
2,27615768972197,Helena,Souza,2018-02-22
2,24012669729490,Marcos,Gomes,2009-07-30
1,35597802725,Natália,Pereira,2013-05-31
1,80484557792,Fernanda,Ferreira,2023-10-06
1,66391870688,Sandra,Azevedo,2018-01-06
1,00113247237,Helena,Oliveira,2021-11-08
2,77315014661526,Isabela,Pereira,2008-10-03
2,99027442824638,Bruno,Almeida,2023-05-13
2,19140986438806,Marcos,Costa,2005-09-24
1,61177700994,Ana,Barbosa,2018-09-02
1,28524748315,João,Oliveira,2009-10-03
1,96508597450,Karen,Oliveira,2013-02-10
1,61682036146,Carlos,Almeida,2005-09-07
1,53141914116,Eduardo,Martins,2018-01-03
2,38214391569037,Natália,Moreira,2018-03-08
2,04855229567886,Bruno,Moreira,2020-03-17
1,82893219632,Vanessa,Souza,2010-01-20
1,02334233047,Natália,Rocha,2015-05-28
2,62917805093344,Carlos,Medeiros,2020-07-19
1,55539669098,Daniel,Teixeira,2025-07-28
2,11619021646226,Tiago,Dias,2010-12-02
2,74667120675063,Tiago,Cardoso,2011-11-14
1,82005758091,Helena,Medeiros,2023-11-23
1,89686663769,Gabriel,Martins,2021-11-28
2,62933609434516,Ana,Pereira,2024-12-07
2,65085702286138,Otávio,Souza,2015-11-20
1,50675981831,Daniel,Gomes,2006-08-17
1,16159703363,Bruno,Costa,2019-06-25
2,50129525125428,Daniel,Dias,2007-02-22
2,03630758136062,Gabriel,Medeiros,2014-08-07
1,20916241806,Eduardo,Moreira,2021-07-09
2,64459122315218,Carlos,Oliveira,2023-07-15
2,32067983399453,Helena,Silva,2025-11-23
2,76516952681608,Daniel,Teixeira,2014-11-09
1,51097707004,Ana,Teixeira,2011-09-18
1,02792451495,Natália,Lopes,2012-08-02
2,25065500022234,Daniel,Moreira,2009-01-24
1,04608925176,Ana,Ferreira,2016-09-09
1,09272233868,Daniel,Martins,2014-10-12
2,58176403360742,Gabriel,Moreira,2023-02-14
2,27988668730555,Gabriel,Teixeira,2016-04-26
1,02681742467,Marcos,Ferreira,2018-02-20
2,85693361842599,Gabriel,Gomes,2018-01-12
1,60704857647,Daniel,Moraes,2023-06-03
2,83079519849880,Marcos,Costa,2006-02-23
1,30266214903,Tiago,Cardoso,2023-04-30
2,08409089732841,Gabriel,Cardoso,2020-05-13
2,40642063168246,Gabriel,Lopes,2020-09-13
2,58101316042207,Rafael,Oliveira,2011-04-05
1,71012184880,Tiago,Ferreira,2024-03-30
1,44171943132,Carlos,Barbosa,2010-08-15
2,97690963971012,Gabriel,Moreira,2018-02-28
2,40148299231376,João,Gomes,2021-09-30
1,90989771811,Ana,Souza,2023-03-20
1,82079776253,Luiz,Azevedo,2020-10-07
1,87985299147,Ana,Rocha,2021-11-28
1,20269581249,Bruno,Azevedo,2019-03-07
2,54497336686470,Luiz,Silva,2023-03-11
1,80462948972,Carlos,Souza,2023-10-05
1,87309363144,Rafael,Gomes,2023-12-15
1,02863571152,Tiago,Dias,2009-06-14
2,71318120832258,Helena,Martins,2017-03-12
2,01553942197105,Rafael,Souza,2005-11-14
1,42439187513,Vanessa,Ribeiro,2009-10-13
2,98841675236894,Marcos,Costa,2018-05-16
2,26710903536812,Helena,Almeida,2012-01-31
1,99092990071,Marcos,Oliveira,2011-06-13
1,91209721401,Natália,Silva,2005-06-05
2,04589785981096,Rafael,Costa,2018-08-12
2,69321746493377,Isabela,Medeiros,2023-06-23
2,68309914349255,Sandra,Teixeira,2015-11-13
2,66245634446140,Ana,Ferreira,2016-10-07
1,68475097413,Sandra,Lopes,2025-06-23
1,75263297122,Fernanda,Costa,2025-06-11
1,65485985981,Patrícia,Teixeira,2014-10-12
2,62442262193222,Ana,Azevedo,2013-02-25
2,85804102295579,Eduardo,Azevedo,2021-10-06
1,06267198474,Vanessa,Moraes,2007-07-21
2,70880601853747,Gabriel,Ferreira,2013-05-14
2,59903191113766,Tiago,Oliveira,2016-04-03
1,10743703396,Karen,Dias,2018-07-26
2,40768646909703,Rafael,Ribeiro,2023-03-09
2,29013172567158,Fernanda,Oliveira,2018-07-07
1,13431018996,Luiz,Cardoso,2022-10-07
2,96215180895617,Helena,Silva,2015-07-23
1,54669933694,Carlos,Dias,2018-01-07
2,62978025299538,Vanessa,Pereira,2005-01-10
2,23227024109252,Karen,Teixeira,2017-03-10
1,12005733409,Ana,Teixeira,2015-08-07
1,12316821055,Karen,Moreira,2024-03-13
1,96750418126,Natália,Lopes,2009-05-27
1,66605449832,Gabriel,Almeida,2007-05-27
1,67848545220,Vanessa,Lopes,2016-11-17
2,57618630651880,Patrícia,Dias,2020-07-19
2,89164279937111,Tiago,Ribeiro,2013-08-07
1,52233013745,Isabela,Moraes,2005-06-11
1,82140064821,Rafael,Lopes,2013-07-22
2,01420677135280,Vanessa,Gomes,2014-06-08
2,16724669839721,Tiago,Martins,2013-08-23
1,03707372777,Rafael,Barbosa,2023-03-20
1,19117171146,Bruno,Martins,2009-09-09
1,63707627379,Rafael,Ribeiro,2010-06-23
1,14961316094,Fernanda,Lopes,2020-11-10
2,88528720758660,Ana,Moraes,2010-12-29
1,95414194030,Marcos,Medeiros,2007-07-29
1,29468618449,Gabriel,Gomes,2017-04-13
1,24087086205,Karen,Cardoso,2014-11-11
1,91942277717,Luiz,Costa,2013-05-20
1,39518248869,Helena,Cardoso,2017-04-09
2,74460002532178,Karen,Teixeira,2025-05-01
2,96689607819826,Fernanda,Gomes,2005-09-16
2,77286284653662,João,Lopes,2025-09-10
1,83802268028,Isabela,Costa,2023-04-16
2,46071648981849,João,Souza,2012-05-31
1,99361706058,Fernanda,Oliveira,2013-11-09
1,02791501302,Vanessa,Moreira,2015-12-28
2,96056853829646,Isabela,Martins,2008-04-03
2,53685215921985,Sandra,Barbosa,2022-01-26
2,51218693672580,Tiago,Moreira,2020-01-25
2,92059729684394,Eduardo,Rocha,2016-02-09
1,12594417621,João,Almeida,2021-10-31
1,74511150663,Fernanda,Silva,2012-03-31
2,03990041899539,Luiz,Oliveira,2012-07-25
2,95024854113906,Helena,Medeiros,2006-07-10
2,28215780147466,Carlos,Barbosa,2006-12-22
2,31927406885866,Fernanda,Moreira,2013-07-30
2,03787172928703,Bruno,Moreira,2022-05-14
1,74942991652,Natália,Silva,2019-07-01
2,00272374167348,Tiago,Medeiros,2024-09-02
2,20777172593483,Bruno,Moraes,2014-07-08
1,22599823554,Bruno,Barbosa,2025-11-27
1,31731299982,Helena,Silva,2012-08-20
1,65238328530,Tiago,Moreira,2019-03-22
2,71299943162459,Otávio,Gomes,2025-11-22
1,81687120648,Gabriel,Souza,2013-05-18
1,01909802499,Otávio,Lopes,2007-05-21
2,04548231246151,João,Ribeiro,2025-11-04
1,62234441406,Karen,Silva,2011-05-27
2,94049117579056,Marcos,Rocha,2008-10-11
1,81991595960,Gabriel,Moreira,2013-08-14
2,49733416776383,Karen,Moraes,2020-10-21
1,15412326169,Tiago,Teixeira,2013-01-22
1,96514845871,Eduardo,Dias,2018-12-22
2,19499713699770,Vanessa,Martins,2007-07-10
2,66726735597298,Isabela,Azevedo,2012-07-14
2,81242193153054,Sandra,Costa,2011-03-06
1,38415695077,Luiz,Gomes,2006-09-23
1,22234654346,Eduardo,Moreira,2006-03-23
1,09701290736,Fernanda,Moraes,2008-08-31
2,67300856427168,Luiz,Barbosa,2018-10-20
2,77933715588544,Isabela,Oliveira,2025-10-04
2,60873253173959,Otávio,Cardoso,2006-06-05
2,96050182954083,João,Souza,2020-01-09
1,22537640873,João,Moraes,2011-08-02
1,45952262179,Isabela,Ferreira,2015-07-29
1,86087404067,Helena,Souza,2013-11-01
1,58113918930,Luiz,Pereira,2023-10-17
1,69537858199,Vanessa,Dias,2020-09-02
1,35295250736,Karen,Teixeira,2018-12-10
2,21421799838770,Rafael,Lopes,2019-03-29
1,91300168659,João,Medeiros,2025-05-01
2,45738666917241,Helena,Martins,2008-11-14
2,49569514958768,Daniel,Ferreira,2023-08-24
2,90638049181055,Marcos,Rocha,2015-06-18
1,29827800072,Sandra,Dias,2020-05-15
1,35516792187,Otávio,Martins,2008-05-11
1,21946212583,Fernanda,Medeiros,2009-09-17
2,70253158537525,Karen,Oliveira,2016-09-28
2,62589797880010,Vanessa,Pereira,2008-06-28
1,72629618548,Tiago,Silva,2005-05-14
1,01854945267,Fernanda,Souza,2019-03-27
2,73990822626668,Rafael,Medeiros,2024-11-04
1,50392987224,Luiz,Ribeiro,2024-08-30
2,98447321602966,Fernanda,Souza,2011-07-17
1,62651547237,Vanessa,Lopes,2008-03-11
2,63846568070195,João,Souza,2017-05-07
2,21716007672200,Tiago,Costa,2007-05-11
2,15100233084708,Bruno,Gomes,2012-12-09
1,36320764766,João,Oliveira,2016-09-08
2,35194777802322,Sandra,Teixeira,2024-08-26
2,73828530399979,Carlos,Barbosa,2015-03-27
1,05938446581,Helena,Lopes,2018-09-25
2,92094604357051,Fernanda,Gomes,2012-07-24
2,11265560096911,Luiz,Moraes,2007-12-09
1,92656589768,Fernanda,Rocha,2008-01-12
2,03931112752810,Luiz,Ribeiro,2017-01-23
2,56503699367335,Bruno,Barbosa,2023-11-06
2,11567316595152,Otávio,Teixeira,2022-02-13
2,00577491126703,Sandra,Moraes,2018-09-08
1,82700899752,João,Pereira,2011-05-16
2,00057227906526,Ana,Pereira,2013-02-18
2,18089764810042,Bruno,Medeiros,2014-12-14
1,79565261130,Luiz,Gomes,2006-06-10
2,40591966988373,Sandra,Ribeiro,2005-12-15
2,08604660669021,Eduardo,Moreira,2021-05-09
1,63250020941,Carlos,Pereira,2007-11-27
2,38856597531765,Ana,Teixeira,2005-11-30
2,42592506781371,Karen,Silva,2024-05-21
2,36811628731283,João,Ribeiro,2025-07-14
1,59754718700,Daniel,Souza,2005-10-04
2,56691488514049,Isabela,Azevedo,2015-10-01
2,74080649343655,Karen,Moreira,2022-02-23
1,39145868533,Helena,Moreira,2022-08-09
2,61792361741092,Sandra,Souza,2020-10-21
1,13940407017,Ana,Almeida,2020-11-14
1,83733617322,Luiz,Rocha,2017-08-11
2,29570291753132,João,Almeida,2008-06-17
1,94172744918,Otávio,Azevedo,2024-01-13
1,67883237805,Ana,Cardoso,2014-01-22
2,37734635949736,Daniel,Pereira,2005-04-29
2,18708688612307,Helena,Costa,2006-12-09
2,22907118866787,Luiz,Almeida,2018-08-05
1,71363010369,Isabela,Cardoso,2016-09-23
2,89994031826879,Otávio,Silva,2013-03-18
1,73350018473,Sandra,Souza,2015-08-26
2,26333265564477,Natália,Oliveira,2019-10-29
2,28252293994855,Otávio,Ribeiro,2011-03-08
1,21740097902,Natália,Barbosa,2019-11-23
2,02789940770508,Ana,Azevedo,2014-10-23
2,18855445728368,Natália,Souza,2025-03-17
2,55041202773760,Karen,Moraes,2020-09-07
1,33985930065,Luiz,Silva,2015-01-29
2,12142790906943,Rafael,Azevedo,2020-09-12
2,54403243253553,Marcos,Oliveira,2023-12-20
1,57427460473,Tiago,Ferreira,2023-01-09
1,82521402128,Vanessa,Rocha,2025-09-20
1,93608471017,Bruno,Pereira,2006-10-09
1,20695126251,Luiz,Souza,2007-10-12
1,45829111292,Ana,Teixeira,2018-05-03
2,26056108068877,Ana,Cardoso,2007-07-24
2,92648018865834,Patrícia,Azevedo,2013-10-20
2,91389666911871,Helena,Rocha,2007-07-12
2,51420975139000,Gabriel,Barbosa,2012-05-30
1,93341626938,Carlos,Ribeiro,2024-07-18
1,91237282861,Fernanda,Dias,2012-04-23
2,79711264711849,Daniel,Silva,2011-03-14
2,99182346135365,Sandra,Rocha,2016-11-03
1,18587614165,Eduardo,Ferreira,2020-05-03
1,86549620518,Natália,Barbosa,2016-09-30
1,23020861784,Fernanda,Moreira,2023-05-09
2,82454766556838,Rafael,Dias,2023-08-07
1,23226984059,Bruno,Moreira,2008-06-01
1,14446992071,Gabriel,Oliveira,2016-03-30
2,54813777802551,Rafael,Ferreira,2017-11-20
1,90051438442,Marcos,Lopes,2017-11-06
1,78799349927,Vanessa,Almeida,2009-08-10
2,98873542537492,Fernanda,Gomes,2011-04-11
1,56129062643,Sandra,Dias,2008-11-22
2,56349764056704,Ana,Gomes,2007-01-27
2,05573080005199,Tiago,Cardoso,2006-10-28
2,51987020391733,Eduardo,Azevedo,2013-05-14
2,34777494902457,Carlos,Costa,2013-09-20
1,74776355784,Carlos,Moraes,2012-07-13
2,18335987194852,Tiago,Gomes,2010-06-26
2,92085675912590,Sandra,Ribeiro,2008-12-30
1,17490717629,Ana,Ferreira,2014-06-11
1,32690651404,Bruno,Ferreira,2016-09-09
1,75816959074,Luiz,Rocha,2009-07-14
1,04344006160,João,Medeiros,2022-04-27
2,92173709636777,Bruno,Barbosa,2023-07-18
1,11603225094,Isabela,Moraes,2010-10-24
2,99061792946918,João,Dias,2014-10-21
1,38276157989,Ana,Barbosa,2006-03-16
2,06933923987041,Isabela,Cardoso,2024-11-04
2,41010999483825,João,Rocha,2025-02-19
1,78550697631,Patrícia,Moreira,2021-07-12
1,43671012837,Natália,Pereira,2014-08-10
1,66281173694,Karen,Souza,2021-06-10
2,02516809208212,Sandra,Souza,2012-04-23
2,99776204692693,Tiago,Silva,2014-05-03
2,58396241714960,Otávio,Moreira,2007-09-26
1,62926940154,João,Rocha,2016-08-10
2,72902686984130,Fernanda,Ferreira,2014-05-04
1,65881673187,João,Moreira,2017-04-16
2,47296532372097,João,Oliveira,2012-08-09
2,42970044401780,Tiago,Oliveira,2016-06-22
2,39718124383820,Rafael,Medeiros,2020-09-01
1,55706844542,Otávio,Gomes,2005-06-29
2,31178195824004,Gabriel,Moraes,2016-05-26
1,51581419344,Tiago,Moreira,2019-08-18
1,71658057335,Helena,Almeida,2014-01-23
2,54023020581718,Luiz,Oliveira,2018-08-04
2,85765843383185,Luiz,Barbosa,2005-08-29
1,87692390960,Sandra,Medeiros,2020-12-08
2,04571874172966,Patrícia,Azevedo,2022-10-22
1,74086256520,Helena,Barbosa,2025-10-29
1,39244792045,João,Moreira,2015-02-11
1,29927860526,Fernanda,Oliveira,2022-03-23
1,09841436307,Vanessa,Barbosa,2024-11-08
2,24144353041833,Eduardo,Moraes,2019-12-02
1,14298637899,Vanessa,Ferreira,2010-11-08
2,16009376091990,Helena,Medeiros,2024-11-04
1,13660797491,Isabela,Moreira,2009-04-13
1,57359907471,Eduardo,Gomes,2006-08-02
2,20847793393207,Luiz,Cardoso,2014-02-13
1,09144069498,Bruno,Teixeira,2011-08-11
2,46635720541152,Daniel,Medeiros,2015-04-05
1,05798066928,Daniel,Cardoso,2023-08-10
2,64968677690389,Ana,Silva,2005-07-18
1,02011170304,Eduardo,Ribeiro,2010-02-27
1,01072175343,Otávio,Ribeiro,2005-08-01
2,65954166887984,Rafael,Ribeiro,2010-08-23
2,56282157944970,Karen,Martins,2016-04-23
1,68545932977,Eduardo,Almeida,2008-04-07
2,05809286817685,Rafael,Lopes,2008-04-04
2,62072795573017,Ana,Ribeiro,2019-01-17
2,38998969945372,Isabela,Pereira,2007-10-22
1,90822819639,Eduardo,Gomes,2022-02-09
2,52491472684239,Isabela,Dias,2010-01-03
2,88382062542264,João,Azevedo,2008-08-18
1,59713189155,Eduardo,Moreira,2014-04-30
1,18195498099,João,Medeiros,2007-11-17
2,80033184864530,João,Dias,2025-07-26
1,61672800684,Helena,Moreira,2019-08-31
2,11878255819559,Patrícia,Dias,2006-07-06
2,53554943255716,Isabela,Azevedo,2009-12-31
2,00240177042202,Isabela,Oliveira,2014-03-20
2,65499167601710,Natália,Dias,2024-09-28
1,89345173212,Natália,Lopes,2018-08-02
2,97153583084408,Carlos,Barbosa,2005-07-29
2,73464330485952,Natália,Moraes,2012-12-17
1,48773944816,Isabela,Silva,2014-10-21
1,37622389441,Gabriel,Medeiros,2010-10-07
1,19342681563,Ana,Lopes,2009-06-14
